drug_id,rna_id,drug_name,rna_name,label
7,491,Tamoxifen,miR-519c,1
3,323,Imatinib,miR-340,0
118,499,Ethanol,miR-520d*,0
0,102,Cisplatin,miR-130a-3p,1
5,536,Doxorubicin,miR-601,1
13,213,Oxaliplatin,miR-204-5p,0
17,114,Adriamycin,miR-138-1*,0
5,6,Doxorubicin,GAS5,1
7,111,Tamoxifen,miR-136,0
10,186,Paclitaxel,miR-193b*,1
19,317,Etoposide,miR-335,1
109,494,Lapatinib,miR-520,0
106,204,Pingyangmycin,miR-19b-1*,0
45,559,Camptothecin,miR-654-5p,0
12,596,Antioestrogens,miR-886,0
34,328,Sorafenib,miR-34a-5p,0
37,217,Temozolomide,miR-20a-5p,0
52,542,5-Fluorouracil,miR-615,1
45,289,Camptothecin,miR-31,0
29,392,Verapamil,miR-431,1
64,524,Vinorelbine,miR-585,1
110,408,Pemetrexed,miR-4497,0
113,346,Dihydrotestosterone,miR-3687,0
67,259,Cyclophosphamide,miR-27b,1
52,468,5-Fluorouracil,miR-501,1
59,156,Vemurafenib,miR-181c,0
0,73,Cisplatin,miR-125a,1
8,209,Trastuzumab,miR-200c*,0
37,20,Temozolomide,PVT1,0
51,12,platinum-based doublet chemotherapy ,LOC285194,0
31,541,Chemotherapy,miR-614,0
6,284,Gefitinib,miR-30c,1
51,188,platinum-based doublet chemotherapy ,miR-195,1
15,262,Tetraplatin,miR-2861,0
36,320,Oxymatrine,miR-33a,0
85,441,Pertuzumab,miR-4721,0
47,516,Interferon-gamma,miR-568,0
10,116,Paclitaxel,miR-140,1
53,366,Daunorubicin,miR-378i,0
0,260,Cisplatin,miR-27b ,1
82,314,Cyclopamine,miR-328,0
57,307,FOLFOX Chemotherapy,miR-32,1
105,480,Hydrogen Peroxide,miR-517a,0
56,118,10-Hydroxycamptothecin,miR-141,1
22,233,Rapamycin,miR-217,0
103,551,Carmustine,miR-638,0
5,313,Doxorubicin,miR-324,0
5,223,Doxorubicin,miR-210,1
111,161,10-hydroxycamptothecin,miR-1826,0
29,194,Verapamil,miR-1973,0
28,10,Pirarubicin,HULC,1
34,60,Sorafenib,miR-1226,0
56,414,10-Hydroxycamptothecin,miR-452,1
112,93,AGRO100,miR-129,0
18,253,Vincristine,miR-25*,1
37,22,Temozolomide,SLC25A25-AS1,0
61,479,Lorlatinib,miR-515,0
9,96,Fluorouracil,miR-1293,0
89,151,Staurosporine,miR-17-92,1
95,453,SIOP treatment protocol,miR-483,0
84,137,Mitomycin C,miR-151,0
13,32,Oxaliplatin,let-7a,1
106,587,Pingyangmycin,miR-769,0
64,565,Vinorelbine,miR-663a,0
9,55,Fluorouracil,miR-10b,1
5,181,Doxorubicin,miR-192,1
67,167,Cyclophosphamide,miR-187,1
93,19,intensive induction chemotherapy based on cytarabine and idarubicine,NEAT1,0
119,428,chemotherapy,miR-4669,0
84,175,Mitomycin C,miR-1908,1
6,590,Gefitinib,miR-873,1
31,55,Chemotherapy,miR-10b,1
23,57,Sirolimus,miR-1202,0
69,471,Retinoic Acid,miR-503,0
5,156,Doxorubicin,miR-181c,1
16,412,Docetaxel,miR-451,1
52,296,5-Fluorouracil,miR-3154,1
11,225,Propofol,miR-212,0
5,255,Doxorubicin,miR-26a-MM1,1
18,463,Vincristine,miR-497,0
15,531,Tetraplatin,miR-591,0
44,210,PCI-24781,miR-202,0
5,204,Doxorubicin,miR-19b-1*,1
1,188,Gemcitabine,miR-195,1
5,44,Doxorubicin,miR-101,1
45,228,Camptothecin,miR-214*,0
79,480,Ribavirin,miR-517a,0
21,152,Nutlin-3a,miR-181,0
5,86,Doxorubicin,miR-1277,1
14,323,Carboplatin,miR-340,0
99,461,Euthyrox,miR-495,0
8,444,Trastuzumab,miR-4725,0
6,286,Gefitinib,miR-30d*,0
5,540,Doxorubicin,miR-613,1
119,132,chemotherapy,miR-148a,0
6,463,Gefitinib,miR-497,1
40,526,Dexamethasone,miR-587,0
44,232,PCI-24781,miR-216b,0
38,588,Cetuximab,miR-801,1
64,22,Vinorelbine,SLC25A25-AS1,0
77,96,Levetiracetam,miR-1293,0
27,620,Methotrexate,miR-99b*,0
1,326,Gemcitabine,miR-346,1
76,309,Platinum,miR-3200,0
38,347,Cetuximab,miR-369,0
115,440,modified ALLIC BFM 2002 protocol,miR-4716,0
52,59,5-Fluorouracil,miR-122,1
22,388,Rapamycin,miR-4284,0
38,429,Cetuximab,miR-4674,0
57,248,FOLFOX Chemotherapy,miR-23a,0
51,413,platinum-based doublet chemotherapy ,miR-4516,0
94,310,Epirubicin HCl,miR-320a,0
10,542,Paclitaxel,miR-615,0
117,412,Hydroxyurea,miR-451,1
36,330,Oxymatrine,miR-34c,0
1,241,Gemcitabine,miR-221,1
1,342,Gemcitabine,miR-3665,1
5,601,Doxorubicin,miR-920,1
52,79,5-Fluorouracil,miR-1260b,1
108,366,Tomudex,miR-378i,0
1,438,Gemcitabine,miR-4711,1
0,579,Cisplatin,miR-744,1
46,497,Vinblastine,miR-520c,0
62,551,Colchicine,miR-638,0
10,530,Paclitaxel,miR-590-5p,1
31,149,Chemotherapy,miR-17*,0
18,256,Vincristine,miR-26b,1
26,59,Bortezomib,miR-122,1
31,322,Chemotherapy,miR-33b,1
31,545,Chemotherapy,miR-625,1
0,272,Cisplatin,miR-300,1
0,156,Cisplatin,miR-181c,1
63,42,Cyclosporin A,miR-100,0
51,259,platinum-based doublet chemotherapy ,miR-27b,1
21,125,Nutlin-3a,miR-144-3p,0
107,107,Raltitrexed,miR-134,0
13,126,Oxaliplatin,miR-145,1
1,363,Gemcitabine,miR-378e,1
62,226,Colchicine,miR-213,0
52,439,5-Fluorouracil,miR-4713,1
29,197,Verapamil,miR-199a,1
87,148,Irinotecan,miR-17,1
0,256,Cisplatin,miR-26b,1
45,255,Camptothecin,miR-26a-MM1,0
13,57,Oxaliplatin,miR-1202,1
1,8,Gemcitabine,H19,0
6,212,Gefitinib,miR-204,0
57,329,FOLFOX Chemotherapy,miR-34b,0
112,206,AGRO100,miR-200a,0
70,154,Rituximab,miR-181a*,0
0,282,Cisplatin,miR-30b,1
0,199,Cisplatin,miR-199a-5p,1
1,424,Gemcitabine,miR-4640,1
10,525,Paclitaxel,miR-586,0
5,596,Doxorubicin,miR-886,1
73,92,Exemestane,miR-128a,1
13,83,Oxaliplatin,miR-127,1
34,189,Sorafenib,miR-196a,1
6,113,Gefitinib,miR-138,1
83,259,Interferon-alpha,miR-27b,0
5,66,Doxorubicin,miR-1236,1
7,233,Tamoxifen,miR-217,1
69,415,Retinoic Acid,miR-4521,0
52,38,5-Fluorouracil,let-7f-1*,1
13,75,Oxaliplatin,miR-125b-5p,0
83,326,Interferon-alpha,miR-346,0
26,328,Bortezomib,miR-34a-5p,0
34,155,Sorafenib,miR-181b,1
7,131,Tamoxifen,miR-146b-5p,0
33,293,Glucocorticoid,miR-3130,0
102,590,Betulinic acid,miR-873,0
0,273,Cisplatin,miR-301a,1
37,25,Temozolomide,UCA1,0
13,55,Oxaliplatin,miR-10b,1
90,560,Topotecan,miR-655,0
95,101,SIOP treatment protocol,miR-130a,0
63,45,Cyclosporin A,miR-103,0
32,9,TRAIL therapy,HOTAIR,1
18,126,Vincristine,miR-145,1
1,91,Gemcitabine,miR-1288,1
70,549,Rituximab,miR-630,0
9,572,Fluorouracil,miR-6886-3p,1
19,614,Etoposide,miR-96,0
17,259,Adriamycin,miR-27b,1
31,305,Chemotherapy,miR-3195,0
13,218,Oxaliplatin,miR-20b,1
2,356,Dasatinib,miR-375,0
10,271,Paclitaxel,miR-29c,1
10,81,Paclitaxel,miR-1265,1
52,229,5-Fluorouracil,miR-215,1
70,200,Rituximab,miR-199b,0
13,324,Oxaliplatin,miR-342,1
29,102,Verapamil,miR-130a-3p,0
119,242,chemotherapy,miR-221*,0
10,218,Paclitaxel,miR-20b,1
18,391,Vincristine,miR-429,1
97,260,Fulvestrant,miR-27b ,0
30,546,epirubicin,miR-625*,0
61,383,Lorlatinib,miR-425*,0
5,347,Doxorubicin,miR-369,1
84,143,Mitomycin C,miR-15a,1
6,101,Gefitinib,miR-130a,1
79,298,Ribavirin,miR-3177,0
76,153,Platinum,miR-181a,1
64,486,Vinorelbine,miR-518f,1
91,554,Fludarabine,miR-643,0
10,351,Paclitaxel,miR-373,1
29,347,Verapamil,miR-369,1
57,121,FOLFOX Chemotherapy,miR-142,1
5,330,Doxorubicin,miR-34c,1
94,213,Epirubicin HCl,miR-204-5p,0
0,529,Cisplatin,miR-590,1
9,69,Fluorouracil,miR-1246,1
72,302,Anastrozole,miR-3186,0
10,609,Paclitaxel,miR-933,1
10,409,Paclitaxel,miR-449a,0
34,215,Sorafenib,miR-206,1
5,617,Doxorubicin,miR-99a,1
23,520,Sirolimus,miR-576,0
10,220,Paclitaxel,miR-21,1
6,328,Gefitinib,miR-34a-5p,0
1,216,Gemcitabine,miR-20a,1
52,420,5-Fluorouracil,miR-454,1
104,333,Dibenziodolium,miR-3619,0
66,184,Paroxetine,miR-193a-3p,0
5,182,Doxorubicin,miR-192*,1
115,452,modified ALLIC BFM 2002 protocol,miR-4787,0
14,394,Carboplatin,miR-4428,0
5,165,Doxorubicin,miR-186,1
9,380,Fluorouracil,miR-424,0
104,478,Dibenziodolium,miR-514,0
43,476,Curcumin,miR-512,0
2,292,Dasatinib,miR-3127,1
21,329,Nutlin-3a,miR-34b,0
8,74,Trastuzumab,miR-125b,1
0,217,Cisplatin,miR-20a-5p,0
9,184,Fluorouracil,miR-193a-3p,1
51,7,platinum-based doublet chemotherapy ,GIHCG,0
10,35,Paclitaxel,let-7d,0
5,64,Doxorubicin,miR-1233,1
5,118,Doxorubicin,miR-141,1
46,41,Vinblastine,miR-1,0
7,219,Tamoxifen,miR-20b*,1
93,520,intensive induction chemotherapy based on cytarabine and idarubicine,miR-576,0
110,51,Pemetrexed,miR-107,0
0,312,Cisplatin,miR-320d,1
28,448,Pirarubicin,miR-4749,0
70,199,Rituximab,miR-199a-5p,0
0,207,Cisplatin,miR-200b,1
29,579,Verapamil,miR-744,0
1,591,Gemcitabine,miR-874,1
17,217,Adriamycin,miR-20a-5p,0
41,323,Ibrutinib,miR-340,0
16,184,Docetaxel,miR-193a-3p,1
1,298,Gemcitabine,miR-3177,1
21,516,Nutlin-3a,miR-568,0
100,407,Teniposide,miR-4492,0
94,39,Epirubicin HCl,let-7g,0
0,15,Cisplatin,MACC1-AS1,0
96,543,Epirubicin hydrochloride,miR-618,0
7,567,Tamoxifen,miR-671,0
79,558,Ribavirin,miR-652,1
0,453,Cisplatin,miR-483,1
24,533,Temsirolimus,miR-593,0
103,595,Carmustine,miR-885,0
90,159,Topotecan,miR-182*,0
113,20,Dihydrotestosterone,PVT1,0
95,595,SIOP treatment protocol,miR-885,0
98,202,Leucovorin,miR-19a,1
51,165,platinum-based doublet chemotherapy ,miR-186,1
58,258,Fluoropyrimidine,miR-27a,1
10,205,Paclitaxel,miR-200,1
1,595,Gemcitabine,miR-885,1
57,412,FOLFOX Chemotherapy,miR-451,1
92,174,histone deacetylase inhibitor,miR-190,0
32,2,TRAIL therapy,CASC11,0
29,286,Verapamil,miR-30d*,1
0,208,Cisplatin,miR-200c,1
111,402,10-hydroxycamptothecin,miR-4478,0
6,356,Gefitinib,miR-375,1
61,508,Lorlatinib,miR-542,0
31,298,Chemotherapy,miR-3177,0
3,35,Imatinib,let-7d,1
14,180,Carboplatin,miR-1915,1
84,166,Mitomycin C,miR-186*,1
6,152,Gefitinib,miR-181,1
5,290,Doxorubicin,miR-31*,1
114,515,DAPT,miR-563,0
24,325,Temsirolimus,miR-345,0
29,412,Verapamil,miR-451,1
5,73,Doxorubicin,miR-125a,1
34,453,Sorafenib,miR-483,1
5,136,Doxorubicin,miR-150,1
88,354,Selumetinib,miR-374a*,0
80,558,pegIFN/RBV therapy,miR-652,1
52,461,5-Fluorouracil,miR-495,0
57,138,FOLFOX Chemotherapy,miR-152,0
19,522,Etoposide,miR-582,0
60,8,Crizotinib,H19,0
0,480,Cisplatin,miR-517a,1
75,319,Sunitinib,miR-339,0
38,319,Cetuximab,miR-339,1
62,230,Colchicine,miR-216,0
54,434,L-asparaginase,miR-4689,0
17,28,Adriamycin,linc-VLDLR,1
82,446,Cyclopamine,miR-4739,0
38,220,Cetuximab,miR-21,1
57,24,FOLFOX Chemotherapy,TUG1,0
48,362,Epirubicin,miR-378d,0
56,339,10-Hydroxycamptothecin,miR-365,1
52,126,5-Fluorouracil,miR-145,1
38,387,Cetuximab,miR-4279,0
9,158,Fluorouracil,miR-182,1
5,214,Doxorubicin,miR-205,1
2,126,Dasatinib,miR-145,0
36,620,Oxymatrine,miR-99b*,0
105,469,Hydrogen Peroxide,miR-501-5P,0
5,65,Doxorubicin,miR-1234,1
10,156,Paclitaxel,miR-181c,1
106,135,Pingyangmycin,miR-149*,0
26,128,Bortezomib,miR-1469,1
56,371,10-Hydroxycamptothecin,miR-3940,0
1,39,Gemcitabine,let-7g,0
16,153,Docetaxel,miR-181a,1
3,280,Imatinib,miR-30a,1
105,428,Hydrogen Peroxide,miR-4669,0
116,437,5-fluorouracil,miR-4710,0
115,274,modified ALLIC BFM 2002 protocol,miR-301b,0
61,284,Lorlatinib,miR-30c,0
11,486,Propofol,miR-518f,0
6,193,Gefitinib,miR-197-3p,1
26,587,Bortezomib,miR-769,0
13,214,Oxaliplatin,miR-205,1
18,41,Vincristine,miR-1,1
85,132,Pertuzumab,miR-148a,0
116,615,5-fluorouracil,miR-96-5p,0
5,322,Doxorubicin,miR-33b,1
13,339,Oxaliplatin,miR-365,0
30,213,epirubicin,miR-204-5p,0
13,41,Oxaliplatin,miR-1,1
10,193,Paclitaxel,miR-197-3p,1
10,307,Paclitaxel,miR-32,1
49,324,Capecitabine,miR-342,0
0,501,Cisplatin,miR-520h,1
74,486,Letrozole,miR-518f,0
52,399,5-Fluorouracil,miR-4466,1
46,196,Vinblastine,miR-198,0
4,78,Nilotinib,miR-1260,0
59,327,Vemurafenib,miR-34a,1
103,22,Carmustine,SLC25A25-AS1,0
29,315,Verapamil,miR-330,1
13,230,Oxaliplatin,miR-216,1
57,509,FOLFOX Chemotherapy,miR-543,1
18,77,Vincristine,miR-126*,1
30,149,epirubicin,miR-17*,0
76,507,Platinum,miR-541*,0
13,562,Oxaliplatin,miR-660,1
0,62,Cisplatin,miR-1228*,1
53,203,Daunorubicin,miR-19b,0
82,298,Cyclopamine,miR-3177,0
46,412,Vinblastine,miR-451,1
5,147,Doxorubicin,miR-16,1
34,231,Sorafenib,miR-216a,1
5,252,Doxorubicin,miR-25,1
52,471,5-Fluorouracil,miR-503,1
1,402,Gemcitabine,miR-4478,1
110,24,Pemetrexed,TUG1,0
23,40,Sirolimus,let-7i,0
18,621,Vincristine,miR-Plus-A1031,1
44,301,PCI-24781,miR-3184,0
34,133,Sorafenib,miR-148b,1
0,605,Cisplatin,miR-92a-1,1
52,529,5-Fluorouracil,miR-590,1
0,492,Cisplatin,miR-519d,1
18,141,Vincristine,miR-155,1
5,177,Doxorubicin,miR-191*,1
52,164,5-Fluorouracil,miR-185,1
76,451,Platinum,miR-4783,0
79,386,Ribavirin,miR-4261,0
69,491,Retinoic Acid,miR-519c,0
4,26,Nilotinib,XIST,0
84,130,Mitomycin C,miR-146b,1
0,100,Cisplatin,miR-1307,1
52,379,5-Fluorouracil,miR-423,1
68,49,Mafosfamide,miR-106b-25,0
72,140,Anastrozole,miR-154*,0
31,148,Chemotherapy,miR-17,1
5,131,Doxorubicin,miR-146b-5p,1
68,79,Mafosfamide,miR-1260b,0
6,379,Gefitinib,miR-423,1
56,13,10-Hydroxycamptothecin,LUCAT1,0
55,341,Prednisolone,miR-3653,0
23,452,Sirolimus,miR-4787,0
5,563,Doxorubicin,miR-662,1
75,160,Sunitinib,miR-1825,1
33,254,Glucocorticoid,miR-26a,0
10,123,Paclitaxel,miR-143*,1
19,461,Etoposide,miR-495,1
7,512,Tamoxifen,miR-550,1
0,588,Cisplatin,miR-801,1
45,576,Camptothecin,miR-708,0
28,529,Pirarubicin,miR-590,0
1,204,Gemcitabine,miR-19b-1*,1
33,569,Glucocorticoid,miR-675*,0
52,108,5-Fluorouracil,miR-1343,1
8,537,Trastuzumab,miR-605,0
80,569,pegIFN/RBV therapy,miR-675*,0
13,589,Oxaliplatin,miR-802,0
98,553,Leucovorin,miR-640,0
29,515,Verapamil,miR-563,1
29,116,Verapamil,miR-140,1
107,589,Raltitrexed,miR-802,0
0,523,Cisplatin,miR-584,1
13,120,Oxaliplatin,miR-141-3p,1
13,619,Oxaliplatin,miR-99b,1
116,193,5-fluorouracil,miR-197-3p,0
5,142,Doxorubicin,miR-155-5p,1
52,218,5-Fluorouracil,miR-20b,1
5,475,Doxorubicin,miR-5096,1
5,167,Doxorubicin,miR-187,1
65,91,Prednisone,miR-1288,0
53,64,Daunorubicin,miR-1233,0
61,123,Lorlatinib,miR-143*,0
46,15,Vinblastine,MACC1-AS1,0
0,287,Cisplatin,miR-30e,1
0,105,Cisplatin,miR-133a,1
89,175,Staurosporine,miR-1908,0
62,404,Colchicine,miR-4484,0
1,384,Gemcitabine,miR-4257,1
13,76,Oxaliplatin,miR-126,1
40,9,Dexamethasone,HOTAIR,0
29,307,Verapamil,miR-32,1
36,333,Oxymatrine,miR-3619,0
52,526,5-Fluorouracil,miR-587,1
109,184,Lapatinib,miR-193a-3p,0
5,116,Doxorubicin,miR-140,1
9,213,Fluorouracil,miR-204-5p,1
10,125,Paclitaxel,miR-144-3p,0
25,49,"1,25(OH)2D3",miR-106b-25,0
65,374,Prednisone,miR-410,0
6,575,Gefitinib,miR-7-5p,0
6,579,Gefitinib,miR-744,1
68,74,Mafosfamide,miR-125b,1
112,305,AGRO100,miR-3195,0
30,621,epirubicin,miR-Plus-A1031,0
1,347,Gemcitabine,miR-369,1
3,102,Imatinib,miR-130a-3p,0
13,318,Oxaliplatin,miR-338,1
0,606,Cisplatin,miR-92a-2*,1
96,65,Epirubicin hydrochloride,miR-1234,0
65,465,Prednisone,miR-500,0
43,220,Curcumin,miR-21,1
26,481,Bortezomib,miR-517b,0
65,621,Prednisone,miR-Plus-A1031,1
112,277,AGRO100,miR-302c,0
85,278,Pertuzumab,miR-302c*,0
53,160,Daunorubicin,miR-1825,0
41,141,Ibrutinib,miR-155,0
66,373,Paroxetine,miR-409,0
5,420,Doxorubicin,miR-454,1
31,367,Chemotherapy,miR-381,1
18,535,Vincristine,miR-598,0
18,508,Vincristine,miR-542,0
59,74,Vemurafenib,miR-125b,1
10,134,Paclitaxel,miR-149,1
17,250,Adriamycin,miR-23b-3p,0
94,527,Epirubicin HCl,miR-588,0
7,208,Tamoxifen,miR-200c,1
1,250,Gemcitabine,miR-23b-3p,0
38,211,Cetuximab,miR-203,1
110,414,Pemetrexed,miR-452,0
111,237,10-hydroxycamptothecin,miR-22,0
120,405,AED therapy,miR-4485,0
114,372,DAPT,miR-3960,0
52,313,5-Fluorouracil,miR-324,1
96,545,Epirubicin hydrochloride,miR-625,0
29,40,Verapamil,let-7i,0
34,24,Sorafenib,TUG1,0
93,336,intensive induction chemotherapy based on cytarabine and idarubicine,miR-363,1
16,289,Docetaxel,miR-31,1
11,314,Propofol,miR-328,0
83,360,Interferon-alpha,miR-378a,0
1,212,Gemcitabine,miR-204,1
10,185,Paclitaxel,miR-193b,1
93,357,intensive induction chemotherapy based on cytarabine and idarubicine,miR-376c,0
61,84,Lorlatinib,miR-1273g,0
1,406,Gemcitabine,miR-4488,1
1,321,Gemcitabine,miR-33a*,1
1,313,Gemcitabine,miR-324,1
0,145,Cisplatin,miR-15b,1
17,488,Adriamycin,miR-519,0
1,209,Gemcitabine,miR-200c*,1
5,248,Doxorubicin,miR-23a,1
5,185,Doxorubicin,miR-193b,1
5,280,Doxorubicin,miR-30a,1
82,170,Cyclopamine,miR-18a,1
37,210,Temozolomide,miR-202,0
13,311,Oxaliplatin,miR-320c,1
17,199,Adriamycin,miR-199a-5p,0
34,68,Sorafenib,miR-124,0
27,185,Methotrexate,miR-193b,1
32,397,TRAIL therapy,miR-4463,0
52,168,5-Fluorouracil,miR-187*,1
37,223,Temozolomide,miR-210,1
69,33,Retinoic Acid,let-7b,0
7,197,Tamoxifen,miR-199a,1
1,436,Gemcitabine,miR-4707,1
29,189,Verapamil,miR-196a,1
27,223,Methotrexate,miR-210,1
97,149,Fulvestrant,miR-17*,0
7,482,Tamoxifen,miR-517c,1
41,65,Ibrutinib,miR-1234,0
111,467,10-hydroxycamptothecin,miR-500b,0
49,68,Capecitabine,miR-124,0
0,437,Cisplatin,miR-4710,0
80,57,pegIFN/RBV therapy,miR-1202,0
29,553,Verapamil,miR-640,0
29,214,Verapamil,miR-205,1
109,233,Lapatinib,miR-217,1
5,265,Doxorubicin,miR-299,1
94,503,Epirubicin HCl,miR-523,0
21,546,Nutlin-3a,miR-625*,0
32,441,TRAIL therapy,miR-4721,0
66,68,Paroxetine,miR-124,1
0,45,Cisplatin,miR-103,0
67,75,Cyclophosphamide,miR-125b-5p,1
3,73,Imatinib,miR-125a,1
106,149,Pingyangmycin,miR-17*,0
29,459,Verapamil,miR-491,1
29,215,Verapamil,miR-206,1
29,511,Verapamil,miR-548a,1
118,273,Ethanol,miR-301a,0
29,332,Verapamil,miR-361,1
1,315,Gemcitabine,miR-330,1
23,81,Sirolimus,miR-1265,0
52,89,5-Fluorouracil,miR-1280,1
53,15,Daunorubicin,MACC1-AS1,0
27,356,Methotrexate,miR-375,1
115,248,modified ALLIC BFM 2002 protocol,miR-23a,1
31,272,Chemotherapy,miR-300,0
1,33,Gemcitabine,let-7b,0
80,394,pegIFN/RBV therapy,miR-4428,0
17,9,Adriamycin,HOTAIR,1
1,433,Gemcitabine,miR-4687,1
5,305,Doxorubicin,miR-3195,0
5,104,Doxorubicin,miR-132,1
14,198,Carboplatin,miR-199a-3p,1
46,51,Vinblastine,miR-107,0
9,74,Fluorouracil,miR-125b,1
115,494,modified ALLIC BFM 2002 protocol,miR-520,0
16,530,Docetaxel,miR-590-5p,0
94,355,Epirubicin HCl,miR-374b,0
15,485,Tetraplatin,miR-518e*,0
18,228,Vincristine,miR-214*,1
83,208,Interferon-alpha,miR-200c,0
4,152,Nilotinib,miR-181,0
84,614,Mitomycin C,miR-96,0
66,584,Paroxetine,miR-766,0
11,137,Propofol,miR-151,0
92,503,histone deacetylase inhibitor,miR-523,0
34,355,Sorafenib,miR-374b,1
5,241,Doxorubicin,miR-221,1
106,110,Pingyangmycin,miR-135b,0
52,382,5-Fluorouracil,miR-425,1
73,431,Exemestane,miR-468,0
36,223,Oxymatrine,miR-210,0
5,537,Doxorubicin,miR-605,1
1,415,Gemcitabine,miR-4521,1
86,597,Arsenic trioxide,miR-887,0
97,281,Fulvestrant,miR-30a*,0
38,559,Cetuximab,miR-654-5p,0
59,150,Vemurafenib,miR-17-5p,0
107,540,Raltitrexed,miR-613,0
59,190,Vemurafenib,miR-196a-5p,0
59,575,Vemurafenib,miR-7-5p,0
57,280,FOLFOX Chemotherapy,miR-30a,1
52,91,5-Fluorouracil,miR-1288,1
39,575,Taxol,miR-7-5p,0
79,434,Ribavirin,miR-4689,0
5,191,Doxorubicin,miR-196b,1
37,433,Temozolomide,miR-4687,0
57,486,FOLFOX Chemotherapy,miR-518f,0
0,98,Cisplatin,miR-1299,1
9,134,Fluorouracil,miR-149,1
79,28,Ribavirin,linc-VLDLR,0
29,501,Verapamil,miR-520h,1
5,59,Doxorubicin,miR-122,1
32,358,TRAIL therapy,miR-377,0
3,149,Imatinib,miR-17*,0
42,490,Erlotinib,miR-519b,0
5,247,Doxorubicin,miR-2277,1
6,131,Gefitinib,miR-146b-5p,0
76,468,Platinum,miR-501,0
0,103,Cisplatin,miR-130b,1
7,185,Tamoxifen,miR-193b,1
84,49,Mitomycin C,miR-106b-25,0
5,235,Doxorubicin,miR-219,1
58,41,Fluoropyrimidine,miR-1,1
26,15,Bortezomib,MACC1-AS1,0
82,213,Cyclopamine,miR-204-5p,0
