rna_idx,drug_idx,label,split
47,1,1,train
47,5,1,train
47,9,1,train
47,10,1,train
47,18,1,train
47,52,1,train
47,57,1,train
48,0,1,train
48,5,1,train
48,10,1,train
48,52,1,train
49,10,1,train
49,62,1,train
49,63,1,train
50,10,1,train
50,62,1,train
50,63,1,train
51,52,1,train
51,57,1,train
52,0,1,train
52,1,1,train
52,5,1,train
52,37,1,train
52,57,1,train
53,0,1,train
53,64,1,train
54,5,1,train
55,0,1,train
55,1,1,train
55,9,1,train
55,31,1,train
55,52,1,train
55,57,1,train
57,1,1,train
57,26,1,train
57,52,1,train
58,18,1,train
58,26,1,train
59,5,1,train
59,9,1,train
59,26,1,train
59,52,1,train
59,57,1,train
60,1,1,train
60,52,1,train
61,1,1,train
61,52,1,train
62,0,1,train
62,1,1,train
62,5,1,train
62,52,1,train
63,9,1,train
64,5,1,train
64,31,1,train
65,1,1,train
65,5,1,train
65,52,1,train
66,1,1,train
66,5,1,train
66,18,1,train
66,52,1,train
66,65,1,train
67,1,1,train
67,52,1,train
68,5,1,train
68,33,1,train
69,0,1,train
69,1,1,train
69,5,1,train
69,9,1,train
69,10,1,train
69,18,1,train
69,26,1,train
69,30,1,train
69,52,1,train
70,1,1,train
70,18,1,train
71,5,1,train
71,18,1,train
71,65,1,train
72,0,1,train
73,0,1,train
73,1,1,train
73,5,1,train
73,53,1,train
74,0,1,train
74,1,1,train
74,5,1,train
74,9,1,train
74,10,1,train
74,18,1,train
74,26,1,train
74,31,1,train
74,32,1,train
74,37,1,train
74,40,1,train
74,48,1,train
74,52,1,train
74,53,1,train
74,54,1,train
74,55,1,train
74,57,1,train
74,59,1,train
74,68,1,train
74,69,1,train
75,5,1,train
75,18,1,train
75,26,1,train
75,65,1,train
75,70,1,train
76,0,1,train
76,1,1,train
76,5,1,train
76,18,1,train
76,53,1,train
76,54,1,train
76,55,1,train
76,56,1,train
76,71,1,train
77,18,1,train
77,53,1,train
77,54,1,train
77,55,1,train
78,1,1,train
78,52,1,train
79,1,1,train
79,52,1,train
80,10,1,train
81,5,1,train
81,10,1,train
82,1,1,train
82,10,1,train
82,52,1,train
83,0,1,train
83,5,1,train
84,5,1,train
84,18,1,train
85,1,1,train
85,10,1,train
85,52,1,train
86,5,1,train
86,10,1,train
87,0,1,train
87,5,1,train
87,50,1,train
88,0,1,train
88,5,1,train
88,9,1,train
88,52,1,train
89,1,1,train
89,52,1,train
90,1,1,train
90,52,1,train
91,1,1,train
91,52,1,train
92,73,1,train
92,74,1,train
93,0,1,train
93,5,1,train
93,18,1,train
93,26,1,train
93,52,1,train
94,1,1,train
95,0,1,train
95,1,1,train
95,10,1,train
95,26,1,train
95,48,1,train
95,52,1,train
96,5,1,train
96,50,1,train
97,0,1,train
98,0,1,train
98,5,1,train
99,52,1,train
100,0,1,train
100,1,1,train
100,52,1,train
101,0,1,train
101,1,1,train
101,5,1,train
101,10,1,train
101,52,1,train
101,76,1,train
102,0,1,train
102,1,1,train
103,0,1,train
103,1,1,train
103,10,1,train
103,52,1,train
103,75,1,train
104,0,1,train
104,5,1,train
104,10,1,train
104,31,1,train
104,37,1,train
104,50,1,train
104,56,1,train
105,0,1,train
105,5,1,train
105,10,1,train
105,75,1,train
106,0,1,train
106,5,1,train
106,10,1,train
106,57,1,train
107,1,1,train
107,10,1,train
108,1,1,train
108,52,1,train
109,0,1,train
109,5,1,train
109,10,1,train
110,5,1,train
110,9,1,train
110,10,1,train
110,42,1,train
111,0,1,train
112,0,1,train
112,5,1,train
112,18,1,train
113,0,1,train
113,1,1,train
113,5,1,train
113,37,1,train
113,52,1,train
114,5,1,train
114,18,1,train
114,65,1,train
115,5,1,train
115,10,1,train
115,51,1,train
115,75,1,train
116,1,1,train
116,5,1,train
116,10,1,train
116,29,1,train
116,31,1,train
116,42,1,train
116,52,1,train
117,0,1,train
117,5,1,train
117,10,1,train
118,0,1,train
118,5,1,train
118,10,1,train
118,29,1,train
118,52,1,train
118,56,1,train
118,75,1,train
119,5,1,train
119,29,1,train
120,9,1,train
121,1,1,train
121,5,1,train
121,29,1,train
121,57,1,train
121,77,1,train
121,78,1,train
122,1,1,train
122,5,1,train
122,10,1,train
122,79,1,train
122,80,1,train
123,5,1,train
123,10,1,train
123,29,1,train
124,0,1,train
124,51,1,train
124,57,1,train
124,81,1,train
125,0,1,train
125,75,1,train
126,0,1,train
126,5,1,train
126,9,1,train
126,18,1,train
126,29,1,train
126,52,1,train
126,75,1,train
126,79,1,train
126,80,1,train
127,1,1,train
128,1,1,train
128,26,1,train
128,52,1,train
129,0,1,train
129,1,1,train
129,5,1,train
129,10,1,train
129,14,1,train
129,18,1,train
129,29,1,train
129,50,1,train
129,52,1,train
129,57,1,train
129,82,1,train
130,0,1,train
130,1,1,train
130,5,1,train
130,10,1,train
130,14,1,train
130,18,1,train
130,29,1,train
131,0,1,train
131,5,1,train
131,14,1,train
131,18,1,train
132,0,1,train
132,5,1,train
132,29,1,train
132,57,1,train
133,0,1,train
133,1,1,train
133,5,1,train
133,18,1,train
133,52,1,train
133,57,1,train
133,65,1,train
134,0,1,train
134,1,1,train
134,5,1,train
134,9,1,train
134,10,1,train
134,52,1,train
135,0,1,train
135,26,1,train
136,0,1,train
136,5,1,train
136,75,1,train
136,85,1,train
137,1,1,train
137,5,1,train
137,29,1,train
138,0,1,train
138,1,1,train
138,5,1,train
138,31,1,train
139,0,1,train
139,5,1,train
139,29,1,train
140,5,1,train
140,29,1,train
141,0,1,train
141,1,1,train
141,5,1,train
141,10,1,train
141,18,1,train
141,29,1,train
141,50,1,train
141,52,1,train
141,75,1,train
141,82,1,train
141,86,1,train
142,0,1,train
142,5,1,train
142,10,1,train
143,0,1,train
143,1,1,train
143,5,1,train
143,10,1,train
143,14,1,train
143,40,1,train
143,52,1,train
143,57,1,train
144,5,1,train
144,29,1,train
145,0,1,train
145,1,1,train
145,10,1,train
145,32,1,train
145,52,1,train
146,5,1,train
146,29,1,train
147,0,1,train
147,1,1,train
147,5,1,train
147,10,1,train
147,14,1,train
147,29,1,train
147,37,1,train
147,40,1,train
148,0,1,train
148,1,1,train
148,5,1,train
148,10,1,train
148,23,1,train
148,31,1,train
148,37,1,train
148,52,1,train
148,82,1,train
148,87,1,train
148,88,1,train
149,1,1,train
149,5,1,train
149,52,1,train
150,9,1,train
150,10,1,train
150,42,1,train
150,87,1,train
151,0,1,train
151,5,1,train
151,23,1,train
151,89,1,train
151,90,1,train
152,0,1,train
153,0,1,train
153,5,1,train
153,10,1,train
153,14,1,train
153,18,1,train
153,20,1,train
153,29,1,train
153,31,1,train
153,45,1,train
153,52,1,train
153,57,1,train
153,76,1,train
153,91,1,train
153,92,1,train
154,0,1,train
154,1,1,train
154,5,1,train
154,29,1,train
154,52,1,train
154,75,1,train
155,0,1,train
155,1,1,train
155,5,1,train
155,10,1,train
156,0,1,train
156,1,1,train
156,5,1,train
156,9,1,train
156,10,1,train
156,29,1,train
156,51,1,train
157,0,1,train
157,1,1,train
157,5,1,train
157,14,1,train
157,18,1,train
157,29,1,train
157,52,1,train
158,0,1,train
158,5,1,train
158,9,1,train
158,10,1,train
158,33,1,train
159,5,1,train
159,29,1,train
160,1,1,train
160,52,1,train
160,75,1,train
161,1,1,train
162,0,1,train
162,5,1,train
163,5,1,train
164,0,1,train
164,1,1,train
164,52,1,train
164,57,1,train
165,5,1,train
165,29,1,train
165,51,1,train
166,0,1,train
166,5,1,train
166,14,1,train
166,18,1,train
167,0,1,train
167,1,1,train
167,5,1,train
167,10,1,train
167,18,1,train
167,65,1,train
168,1,1,train
168,52,1,train
169,1,1,train
169,5,1,train
169,10,1,train
169,52,1,train
170,0,1,train
170,1,1,train
170,5,1,train
170,10,1,train
170,29,1,train
170,52,1,train
170,57,1,train
170,79,1,train
170,80,1,train
170,82,1,train
171,10,1,train
171,57,1,train
172,0,1,train
172,1,1,train
172,5,1,train
172,52,1,train
173,10,1,train
173,20,1,train
173,23,1,train
174,5,1,train
174,29,1,train
175,0,1,train
175,1,1,train
175,5,1,train
175,10,1,train
175,14,1,train
175,18,1,train
175,26,1,train
175,52,1,train
176,0,1,train
176,1,1,train
176,5,1,train
176,52,1,train
177,5,1,train
177,18,1,train
177,65,1,train
178,1,1,train
178,52,1,train
179,1,1,train
179,52,1,train
180,0,1,train
180,1,1,train
180,5,1,train
180,14,1,train
180,18,1,train
180,26,1,train
180,52,1,train
181,0,1,train
181,5,1,train
181,10,1,train
181,50,1,train
181,57,1,train
181,75,1,train
182,5,1,train
182,29,1,train
183,0,1,train
183,1,1,train
183,5,1,train
183,10,1,train
183,28,1,train
183,29,1,train
183,31,1,train
183,37,1,train
183,52,1,train
183,75,1,train
183,94,1,train
183,95,1,train
184,0,1,train
184,9,1,train
184,10,1,train
184,28,1,train
184,64,1,train
185,0,1,train
185,5,1,train
185,10,1,train
185,52,1,train
185,57,1,train
185,82,1,train
186,0,1,train
186,1,1,train
186,5,1,train
186,10,1,train
186,14,1,train
186,18,1,train
186,37,1,train
186,52,1,train
187,0,1,train
187,1,1,train
187,5,1,train
187,14,1,train
187,18,1,train
188,0,1,train
188,1,1,train
188,5,1,train
188,9,1,train
188,10,1,train
188,37,1,train
188,51,1,train
189,0,1,train
189,5,1,train
189,29,1,train
189,97,1,train
190,0,1,train
190,1,1,train
191,1,1,train
191,5,1,train
191,29,1,train
191,52,1,train
192,9,1,train
192,10,1,train
193,0,1,train
193,10,1,train
194,0,1,train
194,10,1,train
195,1,1,train
195,52,1,train
196,0,1,train
197,0,1,train
197,5,1,train
197,10,1,train
197,29,1,train
197,57,1,train
197,75,1,train
198,0,1,train
198,5,1,train
198,14,1,train
199,0,1,train
199,92,1,train
200,0,1,train
200,5,1,train
200,29,1,train
201,18,1,train
201,53,1,train
201,54,1,train
201,55,1,train
202,0,1,train
202,1,1,train
202,5,1,train
202,9,1,train
202,10,1,train
202,14,1,train
202,18,1,train
202,29,1,train
202,31,1,train
202,48,1,train
202,57,1,train
202,98,1,train
203,0,1,train
203,1,1,train
203,5,1,train
203,9,1,train
203,18,1,train
203,29,1,train
203,52,1,train
203,57,1,train
204,1,1,train
204,5,1,train
204,29,1,train
204,52,1,train
205,10,1,train
205,14,1,train
206,0,1,train
206,5,1,train
206,10,1,train
206,29,1,train
207,0,1,train
207,5,1,train
207,18,1,train
208,0,1,train
208,5,1,train
208,10,1,train
208,14,1,train
208,18,1,train
208,29,1,train
208,31,1,train
208,42,1,train
208,52,1,train
208,82,1,train
209,1,1,train
209,52,1,train
210,5,1,train
211,0,1,train
211,5,1,train
211,18,1,train
211,53,1,train
211,54,1,train
211,55,1,train
212,0,1,train
212,1,1,train
212,9,1,train
212,48,1,train
213,9,1,train
213,59,1,train
214,0,1,train
214,1,1,train
214,5,1,train
214,10,1,train
214,29,1,train
214,48,1,train
214,52,1,train
214,57,1,train
215,0,1,train
215,5,1,train
215,9,1,train
215,29,1,train
215,99,1,train
216,0,1,train
216,1,1,train
216,5,1,train
216,18,1,train
216,52,1,train
216,57,1,train
216,100,1,train
217,5,1,train
218,0,1,train
218,1,1,train
218,10,1,train
218,52,1,train
218,57,1,train
219,5,1,train
219,10,1,train
220,0,1,train
220,1,1,train
220,5,1,train
220,9,1,train
220,10,1,train
220,18,1,train
220,29,1,train
220,31,1,train
220,32,1,train
220,37,1,train
220,50,1,train
220,52,1,train
220,53,1,train
220,57,1,train
220,65,1,train
220,86,1,train
220,100,1,train
220,102,1,train
220,103,1,train
220,104,1,train
220,105,1,train
220,106,1,train
221,5,1,train
222,9,1,train
223,0,1,train
223,1,1,train
223,5,1,train
223,10,1,train
223,37,1,train
223,52,1,train
223,57,1,train
224,0,1,train
224,5,1,train
225,5,1,train
226,10,1,train
227,0,1,train
227,1,1,train
227,5,1,train
227,10,1,train
228,5,1,train
228,18,1,train
228,29,1,train
228,65,1,train
229,0,1,train
229,5,1,train
229,18,1,train
229,31,1,train
229,52,1,train
229,57,1,train
229,107,1,train
229,108,1,train
230,0,1,train
230,52,1,train
231,0,1,train
231,5,1,train
231,29,1,train
232,5,1,train
232,29,1,train
233,10,1,train
233,14,1,train
233,109,1,train
234,0,1,train
234,1,1,train
234,10,1,train
234,18,1,train
234,52,1,train
235,5,1,train
235,29,1,train
236,10,1,train
237,0,1,train
237,1,1,train
237,5,1,train
237,10,1,train
237,14,1,train
237,18,1,train
237,31,1,train
237,57,1,train
237,110,1,train
238,1,1,train
238,52,1,train
239,0,1,train
239,1,1,train
239,10,1,train
239,28,1,train
239,111,1,train
240,5,1,train
240,29,1,train
241,0,1,train
241,1,1,train
241,5,1,train
241,10,1,train
241,29,1,train
241,31,1,train
241,32,1,train
241,57,1,train
241,91,1,train
241,97,1,train
241,103,1,train
241,112,1,train
241,113,1,train
242,1,1,train
242,52,1,train
243,0,1,train
243,1,1,train
243,5,1,train
243,9,1,train
243,18,1,train
243,32,1,train
243,52,1,train
243,57,1,train
243,97,1,train
243,112,1,train
243,113,1,train
244,1,1,train
244,52,1,train
245,0,1,train
245,1,1,train
245,5,1,train
245,37,1,train
245,42,1,train
245,76,1,train
245,115,1,train
246,0,1,train
246,5,1,train
246,18,1,train
246,65,1,train
246,116,1,train
247,5,1,train
247,10,1,train
248,0,1,train
248,5,1,train
248,14,1,train
248,18,1,train
248,31,1,train
248,50,1,train
248,115,1,train
248,116,1,train
249,10,1,train
249,50,1,train
249,51,1,train
249,82,1,train
250,0,1,train
250,9,1,train
251,0,1,train
251,51,1,train
251,52,1,train
252,0,1,train
252,1,1,train
252,5,1,train
252,29,1,train
252,31,1,train
252,48,1,train
252,52,1,train
253,0,1,train
253,1,1,train
253,5,1,train
253,18,1,train
253,52,1,train
254,0,1,train
254,5,1,train
254,29,1,train
254,51,1,train
254,52,1,train
255,5,1,train
255,29,1,train
256,0,1,train
256,5,1,train
256,14,1,train
256,18,1,train
256,31,1,train
256,52,1,train
256,57,1,train
257,18,1,train
258,0,1,train
258,5,1,train
258,10,1,train
258,18,1,train
258,46,1,train
258,50,1,train
258,52,1,train
258,58,1,train
258,95,1,train
258,117,1,train
259,0,1,train
259,5,1,train
259,9,1,train
259,14,1,train
259,18,1,train
259,50,1,train
259,51,1,train
260,0,1,train
260,5,1,train
260,14,1,train
261,1,1,train
261,5,1,train
261,10,1,train
261,29,1,train
261,48,1,train
262,1,1,train
262,26,1,train
262,52,1,train
263,0,1,train
263,5,1,train
263,10,1,train
263,18,1,train
263,52,1,train
263,75,1,train
264,5,1,train
265,5,1,train
265,29,1,train
266,0,1,train
266,5,1,train
266,10,1,train
266,57,1,train
266,75,1,train
266,91,1,train
267,5,1,train
267,29,1,train
268,0,1,train
268,1,1,train
268,5,1,train
268,10,1,train
268,57,1,train
268,82,1,train
268,118,1,train
269,1,1,train
269,52,1,train
270,5,1,train
270,18,1,train
270,52,1,train
270,65,1,train
271,0,1,train
271,1,1,train
271,5,1,train
271,10,1,train
271,29,1,train
271,51,1,train
271,52,1,train
271,57,1,train
272,0,1,train
273,0,1,train
273,1,1,train
273,5,1,train
273,10,1,train
274,1,1,train
274,5,1,train
274,29,1,train
274,52,1,train
275,5,1,train
275,29,1,train
276,0,1,train
276,5,1,train
277,0,1,train
277,5,1,train
277,29,1,train
278,5,1,train
278,29,1,train
279,1,1,train
279,51,1,train
279,52,1,train
280,1,1,train
280,5,1,train
280,10,1,train
280,31,1,train
280,57,1,train
281,5,1,train
281,29,1,train
282,0,1,train
282,5,1,train
282,10,1,train
282,14,1,train
282,50,1,train
282,52,1,train
283,5,1,train
283,29,1,train
283,75,1,train
284,5,1,train
284,10,1,train
284,32,1,train
284,51,1,train
284,82,1,train
285,0,1,train
285,52,1,train
285,92,1,train
286,5,1,train
286,29,1,train
287,0,1,train
287,5,1,train
287,29,1,train
287,51,1,train
287,57,1,train
288,5,1,train
288,29,1,train
289,0,1,train
289,5,1,train
289,9,1,train
289,29,1,train
289,52,1,train
289,75,1,train
290,1,1,train
290,5,1,train
290,29,1,train
290,52,1,train
291,1,1,train
291,52,1,train
292,2,1,train
292,10,1,train
293,1,1,train
293,52,1,train
294,1,1,train
294,52,1,train
295,1,1,train
295,52,1,train
296,1,1,train
296,52,1,train
297,1,1,train
297,52,1,train
298,1,1,train
298,52,1,train
299,1,1,train
299,52,1,train
300,1,1,train
300,52,1,train
301,1,1,train
301,52,1,train
302,1,1,train
302,5,1,train
302,52,1,train
303,1,1,train
303,52,1,train
304,1,1,train
304,52,1,train
305,1,1,train
305,52,1,train
306,10,1,train
306,26,1,train
307,1,1,train
307,5,1,train
307,10,1,train
307,29,1,train
307,57,1,train
307,71,1,train
308,5,1,train
308,29,1,train
309,1,1,train
309,52,1,train
310,0,1,train
310,5,1,train
310,9,1,train
310,50,1,train
311,1,1,train
312,0,1,train
312,5,1,train
313,1,1,train
313,52,1,train
313,57,1,train
314,1,1,train
314,5,1,train
314,20,1,train
314,51,1,train
314,52,1,train
315,1,1,train
315,5,1,train
315,10,1,train
315,29,1,train
315,52,1,train
316,0,1,train
316,5,1,train
316,29,1,train
316,50,1,train
316,51,1,train
316,57,1,train
317,0,1,train
317,5,1,train
317,18,1,train
317,50,1,train
317,53,1,train
317,54,1,train
317,55,1,train
317,57,1,train
317,71,1,train
317,119,1,train
318,1,1,train
318,5,1,train
318,52,1,train
318,56,1,train
319,0,1,train
319,1,1,train
319,5,1,train
319,29,1,train
319,52,1,train
319,57,1,train
320,0,1,train
320,5,1,train
320,29,1,train
321,1,1,train
321,5,1,train
321,29,1,train
321,52,1,train
322,5,1,train
322,26,1,train
322,29,1,train
322,31,1,train
323,0,1,train
323,50,1,train
324,5,1,train
324,10,1,train
325,5,1,train
325,29,1,train
326,1,1,train
326,10,1,train
326,52,1,train
327,0,1,train
327,1,1,train
327,5,1,train
327,9,1,train
327,10,1,train
327,29,1,train
327,45,1,train
327,51,1,train
327,57,1,train
327,59,1,train
327,75,1,train
327,82,1,train
328,0,1,train
328,5,1,train
328,14,1,train
329,5,1,train
329,29,1,train
329,51,1,train
329,79,1,train
329,80,1,train
330,0,1,train
330,1,1,train
330,5,1,train
330,10,1,train
331,0,1,train
331,50,1,train
332,1,1,train
332,5,1,train
332,29,1,train
332,50,1,train
332,51,1,train
332,52,1,train
333,1,1,train
333,52,1,train
334,0,1,train
334,1,1,train
334,5,1,train
334,52,1,train
334,75,1,train
335,0,1,train
335,1,1,train
335,52,1,train
336,0,1,train
336,9,1,train
336,10,1,train
336,31,1,train
336,50,1,train
337,0,1,train
337,52,1,train
338,1,1,train
338,52,1,train
339,0,1,train
339,1,1,train
339,52,1,train
339,56,1,train
339,57,1,train
340,0,1,train
340,50,1,train
341,0,1,train
341,50,1,train
342,1,1,train
342,52,1,train
343,5,1,train
343,10,1,train
343,29,1,train
344,1,1,train
344,52,1,train
345,1,1,train
345,52,1,train
346,0,1,train
346,1,1,train
346,52,1,train
347,1,1,train
347,5,1,train
347,29,1,train
348,0,1,train
348,1,1,train
348,5,1,train
348,29,1,train
348,52,1,train
349,0,1,train
349,1,1,train
349,52,1,train
349,56,1,train
350,0,1,train
350,1,1,train
350,52,1,train
350,56,1,train
351,0,1,train
351,1,1,train
351,5,1,train
351,10,1,train
351,29,1,train
351,56,1,train
351,82,1,train
352,0,1,train
352,5,1,train
352,29,1,train
353,0,1,train
354,5,1,train
354,29,1,train
355,0,1,train
355,1,1,train
356,0,1,train
356,5,1,train
356,10,1,train
356,31,1,train
356,48,1,train
356,64,1,train
357,0,1,train
357,5,1,train
357,29,1,train
358,0,1,train
358,10,1,train
359,0,1,train
359,1,1,train
359,5,1,train
359,48,1,train
359,52,1,train
360,5,1,train
360,18,1,train
361,0,1,train
361,1,1,train
361,52,1,train
362,1,1,train
362,52,1,train
363,1,1,train
363,52,1,train
364,1,1,train
364,52,1,train
365,1,1,train
365,52,1,train
366,1,1,train
366,52,1,train
367,5,1,train
367,31,1,train
368,0,1,train
368,5,1,train
369,0,1,train
369,18,1,train
369,53,1,train
369,54,1,train
369,55,1,train
370,1,1,train
370,52,1,train
371,1,1,train
371,52,1,train
372,1,1,train
372,52,1,train
373,50,1,train
373,57,1,train
374,5,1,train
374,29,1,train
375,0,1,train
375,10,1,train
376,5,1,train
376,29,1,train
377,0,1,train
377,1,1,train
377,52,1,train
378,1,1,train
378,5,1,train
378,52,1,train
379,0,1,train
379,1,1,train
379,52,1,train
379,57,1,train
380,1,1,train
380,5,1,train
380,52,1,train
381,0,1,train
381,1,1,train
381,18,1,train
381,52,1,train
382,1,1,train
382,5,1,train
382,18,1,train
382,29,1,train
382,50,1,train
382,52,1,train
383,1,1,train
383,52,1,train
384,1,1,train
384,52,1,train
385,1,1,train
385,52,1,train
386,1,1,train
386,52,1,train
387,1,1,train
387,52,1,train
388,0,1,train
388,1,1,train
388,5,1,train
388,52,1,train
389,1,1,train
389,52,1,train
390,1,1,train
390,10,1,train
390,52,1,train
391,0,1,train
391,1,1,train
391,5,1,train
391,18,1,train
391,29,1,train
391,52,1,train
391,56,1,train
392,5,1,train
392,29,1,train
393,10,1,train
394,1,1,train
394,52,1,train
395,5,1,train
395,18,1,train
396,1,1,train
396,52,1,train
397,1,1,train
397,52,1,train
398,1,1,train
398,52,1,train
399,1,1,train
399,52,1,train
400,1,1,train
400,52,1,train
401,1,1,train
401,52,1,train
402,1,1,train
402,52,1,train
403,5,1,train
403,29,1,train
404,1,1,train
404,52,1,train
405,1,1,train
405,52,1,train
406,1,1,train
406,52,1,train
407,1,1,train
407,52,1,train
408,1,1,train
408,52,1,train
409,51,1,train
410,1,1,train
410,52,1,train
411,1,1,train
411,5,1,train
411,29,1,train
411,52,1,train
412,0,1,train
412,5,1,train
412,29,1,train
412,46,1,train
412,48,1,train
412,57,1,train
412,117,1,train
413,1,1,train
413,52,1,train
414,0,1,train
414,1,1,train
414,37,1,train
414,56,1,train
415,1,1,train
415,52,1,train
416,1,1,train
416,5,1,train
416,29,1,train
417,1,1,train
417,52,1,train
418,1,1,train
418,52,1,train
419,1,1,train
419,52,1,train
420,1,1,train
420,5,1,train
420,29,1,train
420,52,1,train
421,0,1,train
421,5,1,train
421,29,1,train
422,0,1,train
422,1,1,train
423,1,1,train
423,52,1,train
424,1,1,train
424,52,1,train
425,1,1,train
425,52,1,train
426,1,1,train
426,52,1,train
427,1,1,train
427,52,1,train
428,1,1,train
428,52,1,train
429,1,1,train
429,52,1,train
430,1,1,train
430,52,1,train
431,77,1,train
431,78,1,train
432,1,1,train
432,52,1,train
433,1,1,train
433,52,1,train
434,1,1,train
434,52,1,train
435,1,1,train
435,52,1,train
436,1,1,train
436,52,1,train
437,1,1,train
437,52,1,train
438,1,1,train
438,52,1,train
439,1,1,train
439,10,1,train
439,52,1,train
440,1,1,train
440,52,1,train
441,1,1,train
441,52,1,train
442,1,1,train
442,52,1,train
443,1,1,train
443,52,1,train
444,1,1,train
444,52,1,train
445,1,1,train
445,52,1,train
446,1,1,train
446,52,1,train
447,1,1,train
447,52,1,train
448,1,1,train
448,52,1,train
449,1,1,train
449,52,1,train
450,1,1,train
450,52,1,train
451,1,1,train
451,52,1,train
452,1,1,train
452,52,1,train
453,0,1,train
453,1,1,train
453,5,1,train
453,10,1,train
453,52,1,train
454,0,1,train
454,5,1,train
454,29,1,train
454,91,1,train
455,0,1,train
455,1,1,train
455,5,1,train
455,52,1,train
456,1,1,train
456,5,1,train
457,0,1,train
457,5,1,train
458,10,1,train
458,50,1,train
459,0,1,train
459,5,1,train
459,29,1,train
460,1,1,train
460,5,1,train
460,18,1,train
461,0,1,train
461,76,1,train
462,5,1,train
462,29,1,train
463,5,1,train
463,29,1,train
463,37,1,train
463,51,1,train
464,5,1,train
464,29,1,train
465,5,1,train
466,1,1,train
466,51,1,train
466,52,1,train
467,1,1,train
467,52,1,train
468,0,1,train
468,5,1,train
468,18,1,train
468,52,1,train
468,57,1,train
469,5,1,train
470,5,1,train
470,29,1,train
470,37,1,train
470,57,1,train
471,0,1,train
471,1,1,train
471,9,1,train
471,52,1,train
472,5,1,train
472,29,1,train
473,56,1,train
473,111,1,train
474,0,1,train
474,5,1,train
474,29,1,train
475,0,1,train
475,5,1,train
475,18,1,train
475,52,1,train
476,0,1,train
477,1,1,train
477,5,1,train
477,10,1,train
478,0,1,train
478,5,1,train
478,29,1,train
479,0,1,train
479,1,1,train
479,90,1,train
480,0,1,train
480,5,1,train
480,29,1,train
481,0,1,train
481,5,1,train
481,29,1,train
482,0,1,train
482,5,1,train
482,29,1,train
482,64,1,train
483,0,1,train
484,0,1,train
485,64,1,train
486,0,1,train
486,1,1,train
486,64,1,train
487,0,1,train
487,52,1,train
488,5,1,train
489,0,1,train
490,0,1,train
490,5,1,train
490,29,1,train
490,64,1,train
491,0,1,train
491,64,1,train
492,0,1,train
492,1,1,train
493,0,1,train
493,52,1,train
493,64,1,train
494,5,1,train
494,18,1,train
494,65,1,train
495,0,1,train
495,5,1,train
495,29,1,train
495,52,1,train
496,0,1,train
496,5,1,train
496,29,1,train
497,0,1,train
497,5,1,train
497,29,1,train
498,5,1,train
498,29,1,train
499,0,1,train
499,52,1,train
500,0,1,train
500,5,1,train
500,9,1,train
500,10,1,train
500,29,1,train
501,0,1,train
501,5,1,train
501,10,1,train
501,29,1,train
502,0,1,train
503,0,1,train
503,5,1,train
