rna_idx,drug_idx,label,split
187,16,1,train
187,18,1,train
187,84,1,train
188,1,1,train
188,3,1,train
188,5,1,train
188,9,1,train
188,10,1,train
188,16,1,train
188,37,1,train
188,51,1,train
189,3,1,train
189,5,1,train
189,16,1,train
189,29,1,train
189,34,1,train
189,97,1,train
190,1,1,train
191,1,1,train
191,5,1,train
191,29,1,train
191,52,1,train
192,9,1,train
192,10,1,train
192,19,1,train
192,39,1,train
193,6,1,train
193,10,1,train
194,10,1,train
195,1,1,train
195,52,1,train
196,19,1,train
199,38,1,train
199,92,1,train
200,3,1,train
200,5,1,train
200,29,1,train
200,38,1,train
201,18,1,train
201,54,1,train
201,55,1,train
203,1,1,train
203,5,1,train
203,9,1,train
203,18,1,train
203,19,1,train
203,29,1,train
203,38,1,train
203,52,1,train
203,57,1,train
204,1,1,train
204,5,1,train
204,29,1,train
204,52,1,train
205,10,1,train
206,5,1,train
206,10,1,train
206,29,1,train
206,43,1,train
207,5,1,train
207,16,1,train
207,18,1,train
207,43,1,train
208,5,1,train
208,10,1,train
208,16,1,train
208,18,1,train
208,29,1,train
208,31,1,train
208,42,1,train
208,52,1,train
208,82,1,train
209,1,1,train
209,52,1,train
210,5,1,train
210,19,1,train
211,3,1,train
211,5,1,train
211,18,1,train
211,38,1,train
211,54,1,train
211,55,1,train
212,1,1,train
212,9,1,train
212,67,1,train
213,9,1,train
213,59,1,train
214,1,1,train
214,5,1,train
214,10,1,train
214,16,1,train
214,29,1,train
214,52,1,train
214,57,1,train
215,5,1,train
215,9,1,train
215,29,1,train
215,34,1,train
215,99,1,train
216,1,1,train
216,5,1,train
216,16,1,train
216,18,1,train
216,19,1,train
216,52,1,train
216,57,1,train
216,100,1,train
217,5,1,train
217,19,1,train
218,1,1,train
218,10,1,train
218,39,1,train
218,52,1,train
218,57,1,train
220,1,1,train
220,5,1,train
220,6,1,train
220,8,1,train
220,9,1,train
220,10,1,train
220,16,1,train
220,18,1,train
220,19,1,train
220,29,1,train
220,31,1,train
220,32,1,train
220,34,1,train
220,37,1,train
220,38,1,train
220,43,1,train
220,50,1,train
220,52,1,train
220,57,1,train
220,65,1,train
220,67,1,train
220,83,1,train
220,100,1,train
220,103,1,train
220,104,1,train
220,105,1,train
222,9,1,train
225,3,1,train
225,5,1,train
225,16,1,train
225,38,1,train
226,10,1,train
227,1,1,train
227,3,1,train
227,5,1,train
227,6,1,train
227,10,1,train
228,5,1,train
228,18,1,train
228,29,1,train
228,65,1,train
229,5,1,train
229,18,1,train
229,31,1,train
229,49,1,train
229,52,1,train
229,57,1,train
229,107,1,train
229,108,1,train
230,52,1,train
231,5,1,train
231,29,1,train
231,34,1,train
234,1,1,train
234,10,1,train
234,18,1,train
234,19,1,train
234,52,1,train
235,5,1,train
235,29,1,train
237,1,1,train
237,5,1,train
237,6,1,train
237,10,1,train
237,18,1,train
237,31,1,train
237,57,1,train
237,84,1,train
237,110,1,train
238,1,1,train
238,52,1,train
241,1,1,train
241,5,1,train
241,6,1,train
241,8,1,train
241,10,1,train
241,29,1,train
241,31,1,train
241,32,1,train
241,34,1,train
241,35,1,train
241,38,1,train
241,57,1,train
241,91,1,train
241,97,1,train
241,103,1,train
241,112,1,train
241,113,1,train
243,1,1,train
243,5,1,train
243,6,1,train
243,9,1,train
243,16,1,train
243,18,1,train
243,32,1,train
243,34,1,train
243,35,1,train
243,52,1,train
243,57,1,train
243,97,1,train
243,112,1,train
243,113,1,train
244,1,1,train
244,52,1,train
245,1,1,train
245,5,1,train
245,8,1,train
245,37,1,train
245,42,1,train
245,114,1,train
245,115,1,train
247,5,1,train
247,10,1,train
248,5,1,train
248,18,1,train
248,31,1,train
248,50,1,train
248,84,1,train
248,115,1,train
248,116,1,train
249,10,1,train
249,19,1,train
249,50,1,train
249,51,1,train
249,82,1,train
250,9,1,train
251,16,1,train
251,51,1,train
251,52,1,train
252,1,1,train
252,3,1,train
252,5,1,train
252,29,1,train
252,31,1,train
252,52,1,train
253,1,1,train
253,5,1,train
253,18,1,train
253,52,1,train
254,5,1,train
254,6,1,train
254,16,1,train
254,29,1,train
254,38,1,train
254,51,1,train
254,52,1,train
255,5,1,train
255,29,1,train
256,5,1,train
256,16,1,train
256,18,1,train
256,19,1,train
256,31,1,train
256,52,1,train
256,57,1,train
256,84,1,train
257,18,1,train
259,3,1,train
259,5,1,train
259,9,1,train
259,16,1,train
259,18,1,train
259,38,1,train
259,50,1,train
259,51,1,train
259,67,1,train
259,84,1,train
260,5,1,train
260,84,1,train
261,1,1,train
261,5,1,train
261,10,1,train
261,29,1,train
262,1,1,train
262,26,1,train
262,52,1,train
263,5,1,train
263,10,1,train
263,18,1,train
263,38,1,train
263,49,1,train
263,52,1,train
264,5,1,train
264,19,1,train
265,5,1,train
265,6,1,train
265,29,1,train
266,5,1,train
266,10,1,train
266,16,1,train
266,19,1,train
266,39,1,train
266,57,1,train
266,91,1,train
268,1,1,train
268,3,1,train
268,5,1,train
268,10,1,train
268,19,1,train
268,57,1,train
268,82,1,train
269,1,1,train
269,52,1,train
270,5,1,train
270,18,1,train
270,49,1,train
270,52,1,train
270,65,1,train
271,1,1,train
271,5,1,train
271,10,1,train
271,19,1,train
271,29,1,train
271,38,1,train
271,51,1,train
271,52,1,train
271,57,1,train
273,1,1,train
273,3,1,train
273,5,1,train
273,10,1,train
273,16,1,train
274,1,1,train
274,5,1,train
274,16,1,train
274,29,1,train
274,52,1,train
275,5,1,train
275,29,1,train
276,5,1,train
277,5,1,train
277,29,1,train
278,5,1,train
278,29,1,train
280,1,1,train
280,3,1,train
280,5,1,train
280,10,1,train
280,16,1,train
280,31,1,train
280,57,1,train
281,5,1,train
281,29,1,train
282,3,1,train
282,5,1,train
282,6,1,train
282,10,1,train
282,50,1,train
282,52,1,train
282,66,1,train
282,84,1,train
284,3,1,train
284,5,1,train
284,6,1,train
284,10,1,train
284,32,1,train
284,51,1,train
284,82,1,train
286,5,1,train
286,29,1,train
287,5,1,train
287,16,1,train
287,29,1,train
287,51,1,train
287,57,1,train
288,5,1,train
288,29,1,train
289,5,1,train
289,6,1,train
289,9,1,train
289,16,1,train
289,19,1,train
289,29,1,train
289,52,1,train
290,1,1,train
290,5,1,train
290,29,1,train
290,52,1,train
291,1,1,train
291,52,1,train
292,10,1,train
295,1,1,train
295,52,1,train
296,1,1,train
296,52,1,train
297,1,1,train
297,52,1,train
298,1,1,train
298,52,1,train
299,1,1,train
299,52,1,train
300,1,1,train
300,52,1,train
301,1,1,train
301,52,1,train
302,1,1,train
302,5,1,train
302,52,1,train
303,1,1,train
303,52,1,train
304,1,1,train
304,52,1,train
305,1,1,train
305,52,1,train
308,5,1,train
308,19,1,train
308,29,1,train
309,1,1,train
309,52,1,train
310,3,1,train
310,5,1,train
310,9,1,train
310,50,1,train
311,1,1,train
312,5,1,train
312,16,1,train
313,1,1,train
313,3,1,train
313,52,1,train
313,57,1,train
315,1,1,train
315,5,1,train
315,10,1,train
315,19,1,train
315,29,1,train
315,52,1,train
316,5,1,train
316,29,1,train
316,50,1,train
316,51,1,train
316,57,1,train
318,1,1,train
318,5,1,train
318,52,1,train
319,1,1,train
319,5,1,train
319,16,1,train
319,29,1,train
319,38,1,train
319,52,1,train
319,57,1,train
320,5,1,train
320,29,1,train
321,1,1,train
321,5,1,train
321,29,1,train
321,52,1,train
322,5,1,train
322,26,1,train
322,29,1,train
322,31,1,train
327,1,1,train
327,5,1,train
327,9,1,train
327,10,1,train
327,16,1,train
327,29,1,train
327,45,1,train
327,51,1,train
327,57,1,train
327,59,1,train
327,82,1,train
328,5,1,train
328,19,1,train
329,5,1,train
329,16,1,train
329,29,1,train
329,51,1,train
329,79,1,train
329,80,1,train
330,1,1,train
330,3,1,train
330,5,1,train
330,10,1,train
331,50,1,train
332,1,1,train
332,5,1,train
332,29,1,train
332,50,1,train
332,51,1,train
332,52,1,train
333,1,1,train
333,52,1,train
334,1,1,train
334,3,1,train
334,5,1,train
334,52,1,train
335,1,1,train
335,52,1,train
336,9,1,train
336,10,1,train
336,16,1,train
336,31,1,train
336,50,1,train
336,93,1,train
337,52,1,train
337,66,1,train
338,1,1,train
338,52,1,train
339,1,1,train
339,3,1,train
339,52,1,train
339,57,1,train
340,50,1,train
341,50,1,train
343,5,1,train
343,10,1,train
343,29,1,train
344,1,1,train
344,52,1,train
345,1,1,train
345,52,1,train
346,1,1,train
346,52,1,train
349,1,1,train
349,16,1,train
349,52,1,train
350,1,1,train
350,52,1,train
351,1,1,train
351,5,1,train
351,10,1,train
351,29,1,train
351,82,1,train
352,5,1,train
352,29,1,train
353,6,1,train
354,5,1,train
354,29,1,train
355,1,1,train
355,34,1,train
356,5,1,train
356,6,1,train
356,8,1,train
356,10,1,train
356,16,1,train
356,31,1,train
356,38,1,train
356,64,1,train
357,5,1,train
357,29,1,train
358,10,1,train
359,1,1,train
359,5,1,train
359,52,1,train
360,5,1,train
360,18,1,train
361,1,1,train
361,52,1,train
362,1,1,train
362,52,1,train
363,1,1,train
363,52,1,train
364,1,1,train
364,52,1,train
365,1,1,train
365,52,1,train
366,1,1,train
366,52,1,train
367,5,1,train
367,16,1,train
367,31,1,train
368,5,1,train
369,18,1,train
369,54,1,train
369,55,1,train
370,1,1,train
370,52,1,train
372,1,1,train
372,52,1,train
374,5,1,train
374,29,1,train
375,10,1,train
377,1,1,train
377,52,1,train
378,1,1,train
378,5,1,train
378,52,1,train
379,1,1,train
379,6,1,train
379,52,1,train
379,57,1,train
380,1,1,train
380,5,1,train
380,16,1,train
380,19,1,train
380,52,1,train
381,1,1,train
381,18,1,train
381,52,1,train
383,1,1,train
383,34,1,train
383,52,1,train
383,66,1,train
385,1,1,train
385,52,1,train
387,1,1,train
387,52,1,train
388,1,1,train
388,5,1,train
388,16,1,train
388,52,1,train
389,1,1,train
389,52,1,train
390,1,1,train
390,10,1,train
390,52,1,train
391,1,1,train
391,5,1,train
391,16,1,train
391,18,1,train
391,29,1,train
391,52,1,train
392,5,1,train
392,16,1,train
392,29,1,train
393,10,1,train
394,1,1,train
394,52,1,train
395,5,1,train
395,18,1,train
396,1,1,train
396,52,1,train
397,1,1,train
397,52,1,train
398,1,1,train
398,52,1,train
399,1,1,train
399,52,1,train
400,1,1,train
400,52,1,train
401,1,1,train
401,52,1,train
403,5,1,train
403,29,1,train
405,1,1,train
405,52,1,train
406,1,1,train
406,52,1,train
407,1,1,train
407,52,1,train
408,1,1,train
408,52,1,train
409,51,1,train
411,1,1,train
411,5,1,train
411,29,1,train
411,52,1,train
412,5,1,train
412,16,1,train
412,29,1,train
412,38,1,train
412,46,1,train
412,57,1,train
412,117,1,train
413,1,1,train
413,52,1,train
414,1,1,train
414,16,1,train
414,37,1,train
415,1,1,train
415,52,1,train
416,1,1,train
416,5,1,train
416,29,1,train
417,1,1,train
417,52,1,train
418,1,1,train
418,52,1,train
419,1,1,train
419,52,1,train
420,1,1,train
420,5,1,train
420,16,1,train
420,29,1,train
420,52,1,train
422,1,1,train
422,16,1,train
424,1,1,train
424,52,1,train
426,1,1,train
426,52,1,train
427,1,1,train
427,52,1,train
428,1,1,train
428,52,1,train
429,1,1,train
429,52,1,train
430,1,1,train
430,52,1,train
431,77,1,train
431,78,1,train
433,1,1,train
433,52,1,train
434,1,1,train
434,52,1,train
435,1,1,train
435,52,1,train
437,1,1,train
437,52,1,train
438,1,1,train
438,52,1,train
439,1,1,train
439,10,1,train
439,52,1,train
441,1,1,train
441,52,1,train
442,1,1,train
442,52,1,train
444,1,1,train
444,52,1,train
446,1,1,train
446,52,1,train
447,1,1,train
447,52,1,train
449,1,1,train
449,52,1,train
452,1,1,train
452,52,1,train
453,1,1,train
453,3,1,train
453,5,1,train
453,10,1,train
453,34,1,train
453,52,1,train
454,5,1,train
454,29,1,train
454,66,1,train
454,91,1,train
455,1,1,train
455,3,1,train
455,5,1,train
455,52,1,train
455,66,1,train
456,1,1,train
456,5,1,train
456,6,1,train
458,10,1,train
458,50,1,train
459,5,1,train
459,29,1,train
460,1,1,train
460,5,1,train
460,18,1,train
460,34,1,train
461,19,1,train
463,5,1,train
463,6,1,train
463,29,1,train
463,37,1,train
463,51,1,train
465,5,1,train
465,16,1,train
465,66,1,train
466,1,1,train
466,51,1,train
466,52,1,train
467,1,1,train
467,52,1,train
468,5,1,train
468,18,1,train
468,52,1,train
468,57,1,train
468,66,1,train
469,5,1,train
469,19,1,train
470,5,1,train
470,29,1,train
470,37,1,train
470,57,1,train
470,66,1,train
471,1,1,train
471,9,1,train
471,52,1,train
473,111,1,train
474,5,1,train
474,29,1,train
475,5,1,train
475,18,1,train
475,52,1,train
478,5,1,train
478,29,1,train
479,1,1,train
479,90,1,train
481,5,1,train
481,29,1,train
485,64,1,train
486,1,1,train
486,64,1,train
487,52,1,train
488,5,1,train
488,19,1,train
490,5,1,train
490,29,1,train
490,64,1,train
491,64,1,train
492,1,1,train
493,52,1,train
493,64,1,train
496,5,1,train
496,29,1,train
498,5,1,train
498,29,1,train
499,52,1,train
500,5,1,train
500,9,1,train
500,10,1,train
500,29,1,train
501,5,1,train
501,10,1,train
501,29,1,train
503,5,1,train
504,5,1,train
504,29,1,train
505,1,1,train
505,3,1,train
505,5,1,train
505,18,1,train
505,29,1,train
505,52,1,train
505,93,1,train
506,5,1,train
506,29,1,train
507,5,1,train
507,29,1,train
508,1,1,train
508,5,1,train
508,29,1,train
510,5,1,train
510,29,1,train
514,5,1,train
514,29,1,train
515,5,1,train
515,29,1,train
516,5,1,train
516,29,1,train
518,5,1,train
518,29,1,train
519,5,1,train
519,120,1,train
520,5,1,train
520,29,1,train
522,5,1,train
522,29,1,train
522,64,1,train
524,64,1,train
527,5,1,train
527,29,1,train
528,5,1,train
528,29,1,train
530,10,1,train
532,5,1,train
532,29,1,train
533,1,1,train
533,52,1,train
534,5,1,train
534,29,1,train
535,16,1,train
535,51,1,train
536,5,1,train
536,29,1,train
537,5,1,train
537,29,1,train
538,5,1,train
538,29,1,train
539,1,1,train
539,18,1,train
540,5,1,train
540,29,1,train
540,34,1,train
541,1,1,train
541,52,1,train
542,5,1,train
542,18,1,train
542,52,1,train
543,52,1,train
544,1,1,train
544,52,1,train
545,31,1,train
545,66,1,train
547,51,1,train
548,1,1,train
548,5,1,train
548,18,1,train
548,29,1,train
548,52,1,train
548,54,1,train
548,55,1,train
548,66,1,train
550,5,1,train
550,29,1,train
551,18,1,train
551,26,1,train
552,5,1,train
552,29,1,train
553,10,1,train
553,38,1,train
554,1,1,train
554,5,1,train
554,29,1,train
555,1,1,train
555,10,1,train
556,5,1,train
556,29,1,train
557,5,1,train
557,29,1,train
558,5,1,train
558,29,1,train
558,57,1,train
558,79,1,train
558,80,1,train
559,9,1,train
559,10,1,train
560,5,1,train
560,29,1,train
561,1,1,train
561,52,1,train
562,1,1,train
562,3,1,train
562,5,1,train
562,6,1,train
562,29,1,train
562,50,1,train
562,52,1,train
562,57,1,train
564,1,1,train
564,10,1,train
564,16,1,train
564,52,1,train
564,67,1,train
565,52,1,train
566,1,1,train
566,52,1,train
568,1,1,train
568,52,1,train
570,9,1,train
570,28,1,train
571,9,1,train
571,28,1,train
574,5,1,train
574,29,1,train
576,1,1,train
576,115,1,train
577,1,1,train
577,52,1,train
578,1,1,train
578,52,1,train
578,57,1,train
579,6,1,train
580,5,1,train
580,29,1,train
581,5,1,train
581,29,1,train
583,1,1,train
583,5,1,train
583,29,1,train
585,5,1,train
585,16,1,train
585,29,1,train
586,10,1,train
586,38,1,train
589,5,1,train
589,10,1,train
590,6,1,train
591,1,1,train
591,52,1,train
592,10,1,train
593,5,1,train
593,29,1,train
594,5,1,train
594,18,1,train
594,52,1,train
595,1,1,train
595,5,1,train
595,10,1,train
596,5,1,train
596,29,1,train
597,1,1,train
597,52,1,train
598,5,1,train
598,29,1,train
599,5,1,train
600,5,1,train
600,10,1,train
600,18,1,train
600,19,1,train
600,37,1,train
600,54,1,train
600,55,1,train
602,5,1,train
602,10,1,train
603,10,1,train
604,5,1,train
604,6,1,train
604,29,1,train
604,52,1,train
605,50,1,train
607,1,1,train
607,18,1,train
607,26,1,train
607,52,1,train
608,5,1,train
608,29,1,train
609,5,1,train
609,10,1,train
612,1,1,train
612,52,1,train
613,32,1,train
614,5,1,train
614,10,1,train
614,29,1,train
614,50,1,train
614,52,1,train
615,9,1,train
616,1,1,train
616,5,1,train
616,16,1,train
616,52,1,train
617,1,1,train
617,5,1,train
617,6,1,train
617,16,1,train
617,18,1,train
617,29,1,train
617,50,1,train
617,52,1,train
617,54,1,train
617,55,1,train
617,57,1,train
618,5,1,train
618,18,1,train
618,65,1,train
618,67,1,train
618,70,1,train
619,1,1,train
619,5,1,train
619,16,1,train
620,1,1,train
620,38,1,train
621,5,1,train
621,18,1,train
621,65,1,train
360,52,0,train
199,52,0,train
36,9,0,train
17,3,0,train
250,52,0,train
40,39,0,train
8,60,0,train
250,67,0,train
75,10,0,train
213,67,0,train
39,6,0,train
328,94,0,train
615,52,0,train
575,116,0,train
618,37,0,train
34,42,0,train
328,34,0,train
575,59,0,train
508,19,0,train
250,1,0,train
34,66,0,train
150,59,0,train
184,38,0,train
222,18,0,train
34,1,0,train
213,10,0,train
184,1,0,train
193,5,0,train
70,34,0,train
184,66,0,train
149,42,0,train
575,38,0,train
102,18,0,train
213,94,0,train
606,5,0,train
250,5,0,train
575,18,0,train
33,97,0,train
213,19,0,train
606,59,0,train
250,64,0,train
75,39,0,train
245,3,0,train
126,3,0,train
36,116,0,train
40,29,0,train
222,43,0,train
149,59,0,train
618,40,0,train
34,37,0,train
599,34,0,train
199,16,0,train
102,39,0,train
575,6,0,train
132,52,0,train
150,39,0,train
575,9,0,train
39,39,0,train
199,39,0,train
6,34,0,train
102,59,0,train
575,39,0,train
26,10,0,train
33,66,0,train
33,94,0,train
618,59,0,train
149,26,0,train
33,1,0,train
422,39,0,train
530,42,0,train
36,59,0,train
508,65,0,train
319,3,0,train
34,6,0,train
222,26,0,train
149,39,0,train
17,64,0,train
575,40,0,train
328,9,0,train
199,34,0,train
20,37,0,train
575,19,0,train
217,26,0,train
380,116,0,train
575,34,0,train
33,18,0,train
13,1,0,train
0,37,0,train
615,116,0,train
328,26,0,train
131,6,0,train
149,3,0,train
380,9,0,train
149,10,0,train
193,18,0,train
24,37,0,train
213,16,0,train
34,39,0,train
328,18,0,train
359,9,0,train
33,3,0,train
360,9,0,train
106,34,0,train
36,10,0,train
328,116,0,train
328,84,0,train
190,111,0,train
150,34,0,train
360,116,0,train
40,10,0,train
217,37,0,train
499,116,0,train
39,29,0,train
618,3,0,train
328,42,0,train
190,59,0,train
499,9,0,train
193,9,0,train
199,18,0,train
199,5,0,train
193,16,0,train
156,116,0,train
313,5,0,train
25,109,0,train
117,9,0,train
530,5,0,train
102,94,0,train
422,10,0,train
